YEAR, MONTH, DAY, SLAT, SLON, MAG, MAGTYPE
2018, 02, 26, 6.505, +143.255, 6.3, Mww
1996, 07, 23, 26.912, 177.179, 6.3, mw
2014, 03, 15, 5.672, 80.935, 6.3, MW
2002, 04, 01, 29.634, 71.270, 6.3, MW
1996, 02, 17, 0.396, +136.540, 6.3, mb
2018, 12, 19, 36.138, 101.072, 6.3, Mww
2008, 08, 27, +51.657, +104.144, 6.3, MW
1991, 04, 05, 14.230, 75.498, 6.3, mw
1988, 06, 11, 15.213, 173.533, 6.3, mw
2003, 05, 01, +38.999, +40.464, 6.3, MW
2003, 04, 27, 20.848, +169.736, 6.3, MW
2003, 05, 09, 48.150, +32.352, 6.3, MW
2008, 08, 28, 0.025, 17.439, 6.3, MW
2009, 05, 03, +14.620, 91.203, 6.3, MW
2006, 01, 23, +6.886, 77.780, 6.2, MW
2012, 10, 08, 4.541, +129.235, 6.2, MW
2006, 05, 22, +54.332, +158.414, 6.2, MW
2006, 06, 19, +18.933, +120.315, 6.2, MS
2006, 07, 16, 28.682, 72.460, 6.2, MW
1995, 03, 14, +54.803, 161.281, 6.2, mw
1995, 02, 23, +39.776, +143.658, 6.2, mw
1995, 01, 21, +2.522, +126.976, 6.2, mw
2012, 01, 21, +14.933, 93.142, 6.2, MW
1994, 12, 28, +40.097, +142.733, 6.2, mw
2010, 07, 12, 22.279, 68.316, 6.2, MW
2007, 07, 31, 0.185, 17.775, 6.2, MW
2012, 10, 20, 13.573, +166.611, 6.2, MW
2007, 01, 21, +1.062, +126.388, 6.2, MW
2007, 03, 08, 58.161, 7.672, 6.2, MW
2007, 03, 18, +4.644, 78.459, 6.2, MW
2007, 04, 04, 20.691, +168.970, 6.2, MW
1998, 06, 18, 11.477, 14.073, 6.2, mw
1994, 08, 30, 6.957, +124.155, 6.2, mw
2019, 09, 29, +5.693, +126.549, 6.2, Mww
2007, 12, 13, 15.275, 172.321, 6.2, MW
2012, 10, 30, +52.145, 132.112, 6.2, MW
1998, 06, 29, 60.393, +153.331, 6.2, mw
2000, 04, 03, +4.095, +125.592, 6.2, Mw
2008, 02, 27, +26.879, +142.445, 6.2, MW
2008, 04, 15, +13.640, 90.730, 6.2, MW
1994, 04, 23, 14.188, +167.558, 6.2, mw
2012, 11, 08, +49.126, 128.541, 6.2, MW
2010, 01, 17, 57.693, 66.038, 6.2, MW
2007, 08, 02, +46.952, +141.791, 6.2, MW
2010, 09, 17, +36.535, +70.969, 6.2, MW
1993, 09, 01, +2.989, +96.138, 6.2, mw
1993, 08, 11, +13.158, +145.669, 6.2, mw
1993, 07, 28, 5.610, +154.090, 6.2, mw
2008, 10, 12, 20.181, 64.982, 6.2, MW
2010, 04, 17, 6.699, +147.304, 6.2, MW
2016, 06, 10, 8.676, +160.559, 6.2, mww
2019, 07, 15, 5.990, +149.552, 6.2, Mww
1993, 05, 25, +55.013, 160.559, 6.2, mw
1993, 03, 01, 3.735, +138.544, 6.2, mw
2002, 09, 24, 31.449, 69.139, 6.2, MW
2009, 09, 17, 29.174, 112.314, 6.2, MW
2009, 10, 12, 12.475, +166.618, 6.2, MW
2019, 03, 30, 5.700, +151.105, 6.2, Mww
2011, 01, 09, 19.364, +168.220, 6.2, MW
2010, 08, 24, +18.569, 107.159, 6.2, MW
1992, 10, 18, 6.291, +130.204, 6.2, mw
2016, 12, 18, +8.349, +137.667, 6.2, Mww
1992, 10, 17, 19.231, +169.552, 6.2, mw
2011, 04, 30, +6.851, 82.359, 6.2, MW
2011, 07, 19, +40.156, +71.501, 6.2, MW
2012, 11, 14, 29.179, 71.386, 6.2, MW
1992, 07, 13, +51.144, +157.651, 6.2, mw
1992, 07, 12, +41.439, +142.072, 6.2, mw
1992, 06, 17, 60.377, 56.987, 6.2, mw
2010, 01, 09, 9.099, +157.766, 6.2, MW
2007, 10, 04, +2.545, +92.889, 6.2, MW
2019, 03, 31, 1.944, 80.809, 6.2, Mww
2010, 12, 13, 6.527, +155.696, 6.2, MW
1980, 06, 25, 5.239, +151.712, 6.2, mb
2019, 03, 28, +50.502, +159.963, 6.2, Mww
2012, 12, 07, +37.912, +143.908, 6.2, MW
1980, 10, 10, +36.253, +1.610, 6.2, mb
1998, 10, 08, 16.049, 71.347, 6.2, mw
1980, 11, 08, +41.146, 124.301, 6.2, mb
1980, 11, 11, 51.491, +28.979, 6.2, mb
2011, 01, 27, +28.151, +59.052, 6.2, MW
2007, 06, 07, 3.343, +146.815, 6.2, Mw
1991, 06, 15, +10.082, +125.911, 6.2, mw
2010, 09, 29, 4.919, +133.807, 6.2, mb
1982, 08, 19, +6.753, 82.716, 6.2, mb
1983, 02, 13, +39.990, +75.245, 6.2, mw
1983, 06, 01, 16.963, 174.607, 6.2, mb
1983, 08, 06, +40.141, +24.745, 6.2, mb
1991, 04, 29, +42.514, +43.887, 6.2, mw
1983, 09, 07, +60.965, 147.470, 6.2, mb
2019, 05, 03, 6.928, +160.139, 6.2, Mww
1983, 10, 22, 60.693, 25.405, 6.2, mb
1983, 12, 20, 2.377, +145.063, 6.2, mw
1990, 08, 03, +47.967, +84.973, 6.2, mw
1984, 01, 19, 23.679, 178.298, 6.2, mw
1990, 04, 03, 5.865, +147.656, 6.2, mw
1984, 05, 30, 4.859, +151.551, 6.2, mb
2017, 04, 15, 23.271, 67.766, 6.2, Mww
2013, 01, 28, +42.582, +79.722, 6.2, MW
2011, 01, 29, +70.868, 6.909, 6.2, MW
1990, 03, 25, +9.959, 84.782, 6.2, mb
1984, 12, 28, +56.187, +163.314, 6.2, mb
2014, 03, 22, 19.823, 70.944, 6.2, MW
1985, 10, 06, 18.934, +169.457, 6.2, mw
1985, 11, 08, +27.942, +140.612, 6.2, mw
1985, 12, 24, 35.098, +54.257, 6.2, mw
1989, 10, 26, +39.811, +143.571, 6.2, mw
1986, 05, 20, +24.136, +121.662, 6.2, mw
1986, 07, 16, 19.520, +169.157, 6.2, mb
2000, 06, 06, 5.086, +102.750, 6.2, Mw
2006, 03, 07, 14.846, +167.361, 6.2, MW
1986, 10, 23, 15.603, +167.530, 6.2, mw
2001, 12, 27, 14.734, +167.239, 6.2, MW
1989, 04, 25, +16.810, 99.308, 6.2, mb
2003, 05, 28, 17.715, +66.026, 6.2, MW
1989, 03, 17, 34.470, 178.398, 6.2, mw
2007, 05, 19, 58.030, +79.880, 6.2, mb
1989, 01, 22, +41.784, +144.282, 6.2, mw
1987, 04, 03, +49.874, +78.812, 6.2, mb
2011, 03, 12, +37.237, +141.297, 6.2, MW
1988, 11, 07, +1.527, +126.365, 6.2, mb
2016, 11, 13, 42.297, +173.700, 6.2, Mww
1999, 02, 13, 3.531, +144.873, 6.2, Mw
2010, 10, 08, +2.764, +128.221, 6.2, MW
2019, 06, 26, +8.449, 82.768, 6.2, Mww
1988, 03, 30, 24.897, 70.439, 6.2, mw
1987, 11, 07, +5.665, +126.609, 6.2, mw
1987, 11, 03, 17.071, 173.811, 6.2, mw
1987, 11, 01, 28.692, 177.467, 6.2, mw
1988, 07, 28, 22.121, 65.721, 6.2, mw
1987, 10, 03, 5.439, +131.047, 6.2, mw
1987, 07, 15, +17.518, 97.143, 6.2, mw
1989, 01, 02, 18.625, 174.565, 6.2, mw
1989, 02, 04, +5.933, 82.670, 6.2, mw
2006, 03, 06, 40.158, +78.430, 6.2, MW
1987, 05, 06, 5.691, +152.672, 6.2, mw
1987, 05, 05, +36.465, +70.682, 6.2, mw
2007, 05, 04, 1.349, 15.047, 6.2, Mw
1989, 12, 15, +8.318, +126.724, 6.2, mb
2019, 03, 10, 17.851, 178.589, 6.2, Mww
1990, 05, 14, 35.844, 71.403, 6.2, mw
1986, 02, 12, +36.431, +140.977, 6.2, mw
1990, 06, 01, +35.639, +140.601, 6.2, mw
1990, 06, 26, 21.997, 179.500, 6.2, mw
2013, 02, 16, +5.779, +125.779, 6.2, MW
1991, 02, 10, +8.726, 39.857, 6.2, mw
1991, 03, 01, +10.901, 84.672, 6.2, mw
1985, 04, 03, 32.638, 71.675, 6.2, mw
2016, 10, 21, +35.368, +133.815, 6.2, Mww
1985, 01, 26, 33.067, 68.583, 6.2, mw
2019, 01, 26, 21.047, 178.959, 6.2, Mww
1991, 10, 30, 15.331, 173.187, 6.2, mw
1991, 11, 04, 6.090, +148.185, 6.2, mw
1991, 11, 05, 6.229, +146.437, 6.2, mw
1985, 01, 05, +10.210, 80.025, 6.2, mw
1984, 12, 30, 36.672, +177.642, 6.2, mb
1984, 08, 06, 0.068, +122.515, 6.2, mb
1992, 04, 19, +23.902, +121.599, 6.2, mw
1992, 04, 23, +33.908, 116.484, 6.2, mw
1992, 04, 24, +27.519, +66.095, 6.2, mw
2007, 02, 04, 55.954, 123.012, 6.2, MW
1983, 12, 03, 15.371, 173.033, 6.2, mw
1983, 11, 25, 40.446, +155.568, 6.2, mw
2010, 02, 15, 7.268, +128.767, 6.2, MW
1983, 08, 17, +18.233, +120.804, 6.2, mb
1992, 08, 13, 6.118, +148.890, 6.2, mw
2020, 04, 25, 6.494, +154.279, 6.2, mww
1983, 06, 09, +51.418, 174.112, 6.2, mb
1992, 10, 06, 5.461, +151.215, 6.2, mw
2013, 03, 25, +14.591, 90.477, 6.2, MW
1992, 10, 21, 6.874, +144.170, 6.2, mw
2007, 02, 04, +19.401, 78.405, 6.2, MW
1999, 04, 01, 4.361, +152.710, 6.2, Mw
2019, 01, 17, 3.252, +146.356, 6.2, Mww
2019, 01, 26, 7.019, +156.311, 6.2, Mww
1992, 12, 24, 15.361, 173.107, 6.2, mw
1993, 02, 13, 14.989, 176.886, 6.2, mw
1999, 04, 09, 26.380, +178.218, 6.2, Mw
1993, 05, 24, 23.321, 66.588, 6.2, mb
1982, 10, 07, 7.167, +125.805, 6.2, mb
1993, 06, 23, 60.539, 56.454, 6.2, mb
2019, 02, 14, +35.422, 36.079, 6.2, Mww
1993, 09, 04, 9.626, +122.468, 6.2, mw
1982, 07, 23, +36.359, +141.628, 6.2, mb
2015, 04, 24, +51.642, 130.859, 6.2, MW
1982, 04, 17, +19.890, +120.537, 6.2, mb
1993, 09, 29, +18.090, +76.473, 6.2, mw
1993, 11, 26, 9.615, +158.142, 6.2, mw
2013, 04, 26, 28.730, 178.898, 6.2, MW
2013, 05, 11, +26.658, +57.844, 6.2, MW
2006, 01, 15, 7.882, +122.579, 6.2, MW
2010, 03, 15, 35.852, 73.489, 6.2, MW
1994, 05, 04, 17.095, +168.274, 6.2, mw
2017, 05, 01, +59.830, 136.704, 6.2, Ml
2013, 05, 21, +52.216, +160.225, 6.2, MW
2018, 08, 28, 10.886, +124.119, 6.2, Mww
1994, 06, 04, 10.745, +113.430, 6.2, mw
1994, 06, 15, 10.335, +113.644, 6.2, mw
2016, 08, 24, +42.723, +13.188, 6.2, mww
2000, 07, 31, 16.749, +174.527, 6.2, Mw
2016, 06, 14, 18.761, +168.828, 6.2, mww
2007, 09, 03, +45.802, +150.097, 6.2, MW
1995, 01, 24, 5.927, +154.427, 6.2, mw
2011, 03, 17, 17.243, +167.757, 6.2, MW
2016, 02, 01, 30.764, 179.956, 6.2, mww
2016, 01, 11, +44.476, +141.087, 6.2, mww
2015, 12, 24, 55.755, 123.116, 6.2, mww
1995, 05, 17, 23.049, +170.104, 6.2, mw
1995, 06, 25, 3.301, +150.507, 6.2, mw
2007, 09, 06, +24.339, +122.254, 6.2, MW
2015, 11, 27, 24.828, 70.601, 6.2, mww
2015, 11, 07, 29.464, 72.302, 6.2, mww
2006, 12, 22, +10.695, +92.405, 6.2, MW
2011, 02, 20, +55.837, +162.235, 6.2, MW
2015, 10, 23, 54.226, +6.165, 6.2, mww
2015, 09, 19, 32.330, 72.070, 6.2, mwc
2015, 09, 19, 32.334, 72.063, 6.2, mww
1997, 04, 01, 18.255, 69.475, 6.2, mw
1996, 02, 01, +44.843, +146.330, 6.2, mw
2015, 04, 22, 12.084, +166.484, 6.2, MW
2000, 09, 14, 15.840, +179.899, 6.2, Mw
2016, 08, 04, 22.309, 66.026, 6.2, mww
1996, 04, 27, +2.389, 79.375, 6.2, mw
1996, 05, 26, 22.336, +171.495, 6.2, mw
2010, 02, 05, 47.934, +99.510, 6.2, MW
1996, 06, 22, +51.367, +159.122, 6.2, mw
2016, 08, 12, 25.168, 177.344, 6.2, mwc
2015, 09, 18, 32.368, 72.229, 6.2, mww
2013, 08, 12, 30.624, 179.642, 6.2, MW
1999, 07, 26, 5.160, +151.954, 6.2, Mw
1996, 09, 04, +9.384, 84.254, 6.2, mw
2013, 08, 12, 5.412, 81.979, 6.2, MW
2005, 09, 05, 56.314, 142.251, 6.2, MW
1997, 01, 17, +28.804, +129.967, 6.2, mw
2014, 09, 24, 23.785, 66.589, 6.2, MW
2005, 08, 26, +14.431, +52.351, 6.2, MW
2014, 05, 31, +18.694, 107.492, 6.2, MW
2013, 08, 17, 34.887, +54.128, 6.2, MW
2010, 02, 28, 35.003, 71.596, 6.2, MW
2013, 08, 21, +16.857, 99.519, 6.2, MW
1997, 11, 10, +31.151, +140.477, 6.2, mw
2018, 11, 01, 19.588, 69.292, 6.2, Mww
2020, 06, 13, +18.932, +145.112, 6.2, Mww
2005, 08, 07, 47.144, +33.743, 6.2, MW
2005, 04, 28, +2.157, +96.837, 6.2, MW
1998, 07, 09, +38.614, 28.571, 6.2, mw
2005, 04, 03, +2.004, +97.965, 6.2, MW
2013, 08, 28, 27.789, +179.746, 6.2, MW
2014, 03, 23, 19.703, 70.781, 6.2, MW
2018, 10, 10, 4.962, +151.723, 6.2, Mww
1997, 04, 21, 13.509, +166.553, 6.2, mb
2011, 09, 05, 15.246, 173.551, 6.2, MW
1999, 04, 02, 19.858, +168.114, 6.2, Mw
2018, 05, 09, +36.992, +71.383, 6.2, Mww
1999, 05, 05, +14.305, 94.751, 6.2, Mw
1999, 05, 07, +56.497, 152.856, 6.2, Mw
1999, 05, 12, +43.071, +143.816, 6.2, Mw
1999, 08, 12, 1.775, +122.483, 6.2, Mw
1999, 08, 28, 1.254, 77.531, 6.2, Mw
1999, 09, 20, +23.771, +121.216, 6.2, mb
2003, 05, 03, 15.214, 173.717, 6.2, MW
1999, 12, 28, +5.657, 82.672, 6.2, Mw
2014, 05, 15, +9.349, +122.035, 6.2, MW
2011, 03, 22, +37.372, +141.793, 6.2, MW
2011, 08, 19, 16.546, 176.852, 6.2, MW
2011, 08, 17, +36.788, +143.776, 6.2, MW
2017, 08, 11, +13.999, +120.678, 6.2, Mww
2000, 06, 03, +35.513, +140.444, 6.2, Mw
2014, 11, 22, +36.638, +137.892, 6.2, MW
2000, 11, 07, 5.453, +154.025, 6.2, Mw
2014, 08, 18, +32.711, +47.638, 6.2, MW
2000, 09, 22, 4.989, +102.099, 6.2, Mw
2013, 10, 06, 36.634, 97.603, 6.2, MW
2014, 05, 14, +6.368, +144.937, 6.2, MW
2010, 02, 27, 34.838, 72.661, 6.2, mb
2014, 11, 17, 46.407, +33.702, 6.2, MW
2017, 12, 03, 0.489, 80.311, 6.2, Mww
2014, 08, 06, 7.130, +127.920, 6.2, MW
2011, 03, 25, +38.749, +141.993, 6.2, MW
2014, 08, 06, 7.274, +128.036, 6.2, Mwc
2013, 10, 11, 30.729, 178.426, 6.2, MW
2000, 12, 22, +44.788, +147.197, 6.2, Mw
2001, 02, 14, 19.690, +177.425, 6.2, MW
2018, 04, 10, 30.986, 71.557, 6.2, Mww
2001, 04, 13, 59.728, 25.682, 6.2, MW
2003, 03, 30, 3.226, +127.496, 6.2, MW
2014, 07, 19, 15.640, 174.180, 6.2, MW
2013, 11, 02, 19.353, 172.635, 6.2, MW
2002, 01, 15, 5.583, +151.154, 6.2, MW
2015, 05, 30, +30.793, +142.978, 6.2, MW
2018, 09, 08, +7.237, +126.478, 6.2, Mww
2002, 05, 14, 36.419, +79.258, 6.2, MW
2017, 10, 06, +37.503, +144.020, 6.2, Mww
2014, 07, 14, +5.720, +126.510, 6.2, MW
2002, 08, 14, +7.761, +136.960, 6.2, MW
2002, 10, 10, 1.533, +134.043, 6.2, mb
2014, 08, 03, +27.217, +103.458, 6.2, MW
2014, 05, 06, 36.376, 96.987, 6.2, MW
2003, 02, 10, 5.982, +149.812, 6.2, MW
2000, 02, 26, +13.757, +144.820, 6.2, Mw
2014, 07, 08, 17.790, +168.300, 6.2, MW
2014, 07, 08, 17.686, +168.398, 6.2, Mwc
2003, 06, 12, 6.001, +154.798, 6.2, MW
2018, 09, 07, 2.345, 78.895, 6.2, Mww
2013, 12, 17, +20.736, +146.765, 6.2, MW
2014, 06, 30, +28.391, +138.873, 6.2, MW
2020, 09, 11, 21.396, 69.909, 6.2, Mww
2004, 01, 15, 3.525, +151.067, 6.2, MW
2015, 02, 13, +22.610, +121.444, 6.2, MW
2010, 03, 07, 16.292, 115.291, 6.2, MW
2004, 03, 18, 23.959, 176.006, 6.2, MW
2004, 05, 19, +22.687, +121.465, 6.2, MW
2009, 02, 12, +4.067, +126.592, 6.2, MW
2020, 09, 06, 17.156, +167.532, 6.2, mww
2004, 09, 19, +52.185, +174.076, 6.2, MW
2012, 08, 19, 4.849, +144.646, 6.2, MW
2010, 02, 27, 33.468, 72.028, 6.2, MW
2012, 08, 12, +35.653, +82.542, 6.2, MW
2012, 08, 10, +52.472, 167.423, 6.2, MW
2005, 01, 18, +42.824, +144.917, 6.2, MW
2016, 04, 19, 55.728, 27.231, 6.2, Mww
2016, 04, 20, +0.639, 80.210, 6.2, mww
2005, 03, 30, +2.979, +95.489, 6.2, MW
2008, 11, 07, 6.712, +129.294, 6.2, MW
2015, 02, 20, +39.819, +143.616, 6.2, MW
2011, 03, 27, +38.380, +142.216, 6.2, MW
2015, 02, 22, +18.560, 106.943, 6.2, MW
2015, 03, 03, 0.720, +98.755, 6.2, MW
2008, 09, 08, 19.894, +169.087, 6.2, MW
2014, 06, 29, +24.451, +142.658, 6.2, MW
2015, 03, 10, +6.797, 73.038, 6.2, MW
2005, 11, 22, 5.155, +145.236, 6.2, MW
2006, 02, 18, 5.236, +152.105, 6.2, MW
2020, 08, 25, 5.545, +151.837, 6.2, mww
2008, 07, 24, +50.928, +157.512, 6.2, MW
2006, 04, 19, +2.639, +93.226, 6.2, MW
2011, 03, 11, +38.130, +142.499, 6.2, mb
2000, 06, 02, +44.430, 130.180, 6.2, Mw
2008, 07, 03, 23.514, 179.743, 6.2, MW
2016, 04, 01, 3.358, +144.887, 6.2, Mww
2008, 06, 03, 10.436, +161.305, 6.2, MW
2016, 09, 23, +34.462, +141.637, 6.2, Mww
2006, 11, 12, 6.263, +151.000, 6.2, MW
2016, 04, 02, +57.008, 157.932, 6.2, Mww
2006, 11, 15, +46.396, +154.373, 6.2, mb
2011, 03, 11, +36.080, +141.830, 6.2, None
1995, 01, 21, +43.258, +146.750, 6.2, mw
2008, 03, 24, 20.078, 68.973, 6.2, MW
2007, 01, 20, 55.321, 29.454, 6.2, MW
2007, 04, 02, 45.401, 72.801, 6.2, MW
2007, 04, 02, 8.618, +157.401, 6.2, MW
2008, 02, 20, +36.298, +21.780, 6.2, MW
2011, 03, 11, +37.884, +144.364, 6.2, mb
2011, 03, 11, +37.215, +141.679, 6.2, mb
2007, 04, 21, 45.229, 72.488, 6.2, MW
2007, 04, 29, +52.014, 179.962, 6.2, MW
2007, 11, 02, 55.557, 128.776, 6.2, MW
1995, 03, 25, 11.078, +166.124, 6.2, mw
1994, 08, 22, 11.594, +166.448, 6.2, mw
2007, 12, 13, 23.233, 70.528, 6.2, MW
1995, 04, 17, +33.759, 38.580, 6.2, mw
2004, 12, 26, +13.524, +92.850, 6.2, MW
2008, 01, 22, +1.033, +97.450, 6.2, MW
2007, 12, 22, 2.371, +139.112, 6.2, MW
2003, 02, 12, 3.676, +144.259, 6.2, MW
2011, 03, 11, +38.356, +142.882, 6.2, mb
1994, 05, 03, +10.343, 60.752, 6.2, mw
2008, 03, 03, 2.177, +99.765, 6.2, MW
1994, 04, 05, +51.275, 178.145, 6.2, mw
2008, 03, 18, 29.296, 177.329, 6.2, MW
2008, 04, 19, 20.301, +168.812, 6.2, MW
2003, 06, 28, 3.429, +146.215, 6.2, MW
2001, 01, 29, 0.717, +133.284, 6.2, MW
2011, 03, 11, +39.018, +142.458, 6.2, mb
1994, 02, 24, +30.768, +60.517, 6.2, mw
2008, 07, 19, 11.158, +164.629, 6.2, MW
1994, 02, 05, +0.592, +30.027, 6.2, mw
1993, 11, 05, 3.200, +148.349, 6.2, mw
1995, 08, 18, 55.791, 28.842, 6.2, mw
2020, 07, 06, +12.079, +140.246, 6.2, mww
1993, 08, 20, 6.029, +142.711, 6.2, mw
2009, 04, 21, +50.727, +155.188, 6.2, MW
2001, 02, 17, +53.974, 133.756, 6.2, MW
2011, 03, 11, +37.420, +142.600, 6.2, None
2011, 03, 11, +37.980, +142.741, 6.2, mb
2009, 09, 03, +31.180, +130.183, 6.2, MW
2009, 09, 07, 10.115, +110.670, 6.2, MW
2007, 03, 31, 56.104, 123.296, 6.2, MW
2009, 10, 12, 17.183, +66.686, 6.2, MW
2009, 10, 14, 14.940, 174.797, 6.2, MW
2007, 01, 17, +10.095, +58.723, 6.2, MW
2006, 11, 30, 53.959, 134.181, 6.2, MW
2009, 11, 14, 22.959, 66.586, 6.2, MW
2009, 11, 22, 31.550, +179.559, 6.2, MW
2011, 04, 11, +35.439, +140.703, 6.2, MW
2006, 11, 13, 6.418, +151.186, 6.2, MW
2011, 03, 11, +36.607, +141.590, 6.2, mb
2011, 10, 13, 9.363, +114.555, 6.2, MW
1991, 09, 18, +14.600, 91.007, 6.2, mw
2011, 11, 24, +41.892, +142.797, 6.2, MW
1991, 05, 21, 7.518, +126.533, 6.2, mb
1980, 02, 03, 17.624, 171.160, 6.2, mb
1995, 10, 14, 25.754, 177.557, 6.2, mw
2018, 01, 25, +55.542, +166.446, 6.2, Mww
1980, 03, 24, +52.937, 167.701, 6.2, mb
1980, 09, 14, +49.936, +78.863, 6.2, mb
1991, 04, 24, +9.760, 83.519, 6.2, mw
2006, 09, 17, 31.753, 67.146, 6.2, MW
1991, 01, 08, 18.071, 173.543, 6.2, mw
2001, 02, 24, +1.538, +126.373, 6.2, MW
2006, 08, 11, +2.382, +96.366, 6.2, MW
2006, 07, 19, 6.578, +105.386, 6.2, MW
1981, 11, 27, +42.934, +131.188, 6.2, mw
1981, 12, 19, +39.220, +25.255, 6.2, mb
1981, 12, 27, +49.895, +78.859, 6.2, mb
2014, 04, 20, 7.087, +155.367, 6.2, MW
1982, 02, 20, +33.671, +141.167, 6.2, mb
1995, 11, 24, 42.955, +171.770, 6.2, mw
2006, 06, 27, +52.238, +176.149, 6.2, MW
1990, 04, 26, +1.110, +122.916, 6.2, mw
1982, 07, 31, +51.761, +176.080, 6.2, mb
1982, 08, 05, 12.593, +166.106, 6.2, mb
2014, 01, 21, 15.296, 175.012, 6.2, MW
1983, 03, 12, 4.048, +127.902, 6.2, mw
1996, 01, 22, 60.600, 25.968, 6.2, mw
2004, 07, 11, +30.719, +83.666, 6.2, MW
2014, 01, 25, 8.045, +109.222, 6.2, MW
2016, 04, 14, +32.788, +130.704, 6.2, Mww
2011, 03, 11, +39.326, +142.999, 6.2, MW
2004, 06, 30, +0.709, +124.770, 6.2, MW
2011, 03, 11, +40.404, +139.154, 6.2, MW
2001, 04, 19, 7.340, +155.991, 6.2, MW
2014, 02, 01, 56.934, 27.346, 6.2, MW
2011, 03, 29, +37.440, +142.347, 6.2, MW
1983, 12, 15, 33.088, 70.149, 6.2, mw
1989, 08, 20, +11.889, +41.817, 6.2, mb
1989, 08, 14, 19.039, +176.632, 6.2, mw
1989, 02, 04, 4.649, +153.071, 6.2, mw
2011, 03, 13, +35.726, +141.740, 6.2, MW
1988, 09, 15, 1.431, 77.868, 6.2, mw
1984, 06, 22, 58.469, 15.969, 6.2, mb
2002, 01, 28, 15.363, 173.163, 6.2, MW
1984, 10, 27, +49.917, +78.829, 6.2, mb
1984, 11, 06, 18.854, +67.332, 6.2, mb
2005, 11, 20, +53.861, 164.035, 6.2, MW
2000, 12, 19, +11.713, +144.808, 6.2, Mw
2002, 11, 12, 56.582, 27.717, 6.2, MW
1985, 05, 24, +51.408, 178.425, 6.2, mw
1988, 03, 06, +57.741, 142.936, 6.2, mb
2002, 12, 17, 56.939, 24.723, 6.2, MW
1987, 09, 04, +49.296, +156.334, 6.2, mw
1987, 06, 07, +20.419, +121.339, 6.2, mw
2002, 12, 11, 3.876, +135.133, 6.2, MW
1987, 06, 05, +41.547, +88.720, 6.2, mb
1996, 03, 30, +52.228, 168.748, 6.2, mw
2004, 03, 02, +11.666, 86.982, 6.2, MW
2014, 04, 17, 62.876, +156.026, 6.2, MW
2002, 10, 16, +51.868, +157.264, 6.2, MW
1986, 07, 08, +34.013, 116.725, 6.2, mw
2005, 09, 29, 5.566, +151.839, 6.2, MW
2004, 02, 26, 17.902, +66.388, 6.2, MW
1986, 04, 10, 0.929, +126.849, 6.2, mw
1996, 05, 11, 6.683, +155.050, 6.2, mw
1986, 02, 24, 8.947, +156.752, 6.2, mw
1987, 02, 18, +51.290, 179.280, 6.2, mb
1985, 11, 06, 58.717, 26.212, 6.2, mw
1987, 06, 14, +10.438, +126.135, 6.2, mw
1996, 07, 06, +21.979, +142.910, 6.2, mw
1987, 06, 27, 14.088, 75.989, 6.2, mw
1985, 05, 06, 37.619, +179.458, 6.2, mw
2005, 06, 15, 4.596, +153.188, 6.2, MW
1987, 10, 08, 19.617, 173.124, 6.2, mb
1985, 03, 25, 6.441, +128.836, 6.2, mw
1984, 07, 14, +49.852, +78.921, 6.2, mb
2007, 09, 25, 31.010, 179.974, 6.2, MW
1984, 01, 04, +45.400, +151.314, 6.2, mw
1983, 12, 21, 5.510, +151.907, 6.2, mw
2005, 04, 02, +78.621, +6.216, 6.2, MW
1988, 11, 05, +34.352, +91.846, 6.2, mw
1983, 10, 28, +44.097, 113.808, 6.2, mb
1996, 12, 01, 30.515, 179.659, 6.2, mw
2014, 05, 05, +19.615, +99.704, 6.2, MW
1989, 06, 11, +35.110, 35.001, 6.2, mw
2003, 12, 09, +51.295, 179.299, 6.2, MW
2017, 05, 08, +51.755, 178.636, 6.2, Mww
1989, 09, 17, +40.221, +51.788, 6.2, mw
1983, 05, 02, +36.238, 120.270, 6.2, mb
1983, 04, 04, 15.038, +167.279, 6.2, mb
2005, 02, 10, 23.154, +169.179, 6.2, MW
1983, 02, 07, 29.691, 177.732, 6.2, mw
1990, 01, 22, +3.919, +96.128, 6.2, mw
1990, 02, 20, +34.717, +139.250, 6.2, mw
1990, 02, 24, 15.532, 175.234, 6.2, mw
1990, 03, 05, +36.899, +73.024, 6.2, mw
1990, 03, 21, 31.158, 179.117, 6.2, mb
2018, 08, 22, +43.645, 127.603, 6.2, Mww
1982, 12, 16, +36.133, +68.982, 6.2, mb
2001, 07, 08, 6.681, +152.105, 6.2, MW
2002, 01, 03, +36.199, +68.173, 6.2, MS
1997, 06, 24, 1.888, +127.934, 6.2, mw
1990, 06, 23, 0.604, +146.470, 6.2, mw
1982, 06, 19, +13.290, 89.394, 6.2, mb
2001, 09, 30, 18.466, +168.118, 6.2, MW
1990, 08, 10, +0.344, +126.197, 6.2, mw
1990, 08, 16, +41.518, +88.752, 6.2, mb
1990, 09, 14, 60.772, 22.910, 6.2, mw
1997, 09, 15, +8.094, +126.588, 6.2, mw
1990, 12, 13, +1.151, +124.061, 6.2, mw
1997, 11, 03, 30.762, 71.165, 6.2, mw
1981, 09, 12, +35.679, +73.598, 6.2, mb
1991, 01, 03, 7.162, +148.556, 6.2, mw
1991, 04, 29, +42.415, +43.671, 6.2, mb
1981, 05, 22, +41.620, +12.640, 6.2, ML
1980, 12, 19, +30.634, +140.851, 6.2, mb
