	3.7829e-04	1.5752e-04	8.2399e-05	5.8174e-05	1.9351e-05
	3.7628e-04	1.5677e-04	8.1980e-05	5.8173e-05	1.9315e-05
	3.7594e-04	1.5591e-04	8.1629e-05	5.8188e-05	1.9286e-05
	3.7497e-04	1.5519e-04	8.0968e-05	5.8398e-05	1.9275e-05
	3.7381e-04	1.5443e-04	8.0657e-05	5.8360e-05	1.9285e-05
	3.7312e-04	1.5389e-04	8.0194e-05	5.8171e-05	1.9255e-05
	3.7407e-04	1.5283e-04	7.9839e-05	5.8084e-05	1.9255e-05
	3.7294e-04	1.5234e-04	7.9351e-05	5.8334e-05	1.9252e-05
	3.7289e-04	1.5183e-04	7.9300e-05	5.8044e-05	1.9267e-05
	3.7231e-04	1.5084e-04	7.8996e-05	5.8129e-05	1.9189e-05
	3.7215e-04	1.5031e-04	7.8563e-05	5.8281e-05	1.9187e-05
	3.7174e-04	1.4986e-04	7.8223e-05	5.7999e-05	1.9176e-05
	3.7139e-04	1.4951e-04	7.7866e-05	5.7959e-05	1.9315e-05
	3.7103e-04	1.4899e-04	7.7561e-05	5.7950e-05	1.9159e-05
	3.7081e-04	1.4877e-04	7.7307e-05	5.7961e-05	1.9176e-05
	3.7086e-04	1.4834e-04	7.6994e-05	5.7998e-05	1.9209e-05
	3.7190e-04	1.4767e-04	7.6848e-05	5.8041e-05	1.9156e-05
	3.7074e-04	1.4734e-04	7.6484e-05	5.8060e-05	1.9138e-05
	3.7025e-04	1.4696e-04	7.6400e-05	5.8185e-05	1.9135e-05
	3.6987e-04	1.4651e-04	7.6407e-05	5.8054e-05	1.9116e-05
	3.6970e-04	1.4617e-04	7.6118e-05	5.7857e-05	1.9142e-05
	3.6954e-04	1.4586e-04	7.5945e-05	5.7888e-05	1.9260e-05
	3.6943e-04	1.4530e-04	7.5781e-05	5.8107e-05	1.9104e-05
	3.6964e-04	1.4530e-04	7.5427e-05	5.7823e-05	1.9176e-05
	3.6924e-04	1.4476e-04	7.5232e-05	5.8160e-05	1.9271e-05
	0.026573550778080327	0.016743251164291074	7.5096e-05	5.7937e-05	0.006148202332973049
	7.5011e-05	5ms/step	
	1ms/step	0.010380180970017095	
	0.01194713919371127		
10 20 30 40 50
